timestamp,open,high,low,close,volume
1435829400000,8.664247,8.742392,8.644711,8.722856,14472490.0
1435831200000,8.732623,8.742392,8.70332,8.732623,8039106.0
1435833000000,8.722856,8.732623,8.693551,8.713087,5797055.0
1435834800000,8.713087,8.722856,8.683784,8.693551,9537024.0
1435836600000,8.693551,8.70332,8.683784,8.693551,2752248.0
1435838400000,8.693551,8.70332,8.683784,8.70332,2208728.0
1435840200000,8.70332,8.70332,8.70332,8.70332,0.0
1435842000000,8.70332,8.70332,8.70332,8.70332,0.0
1435843800000,8.70332,8.70332,8.70332,8.70332,0.0
1435845600000,8.70332,8.722856,8.693551,8.713087,5638683.0
1435847400000,8.70332,8.722856,8.70332,8.713087,3062819.0
1435849200000,8.713087,8.722856,8.664247,8.693551,4900896.0
1435851000000,8.693551,8.761928,8.693551,8.752159,27200280.0
1435852800000,8.742392,8.752159,8.70332,8.70332,9481935.0
1435854600000,8.70332,8.771695,8.70332,8.761928,18683670.0
1435856400000,8.752159,8.810768,8.752159,8.781463,35005920.0
1435915800000,8.791232,8.801,8.761928,8.791232,13496350.0
1435917600000,8.781463,8.810768,8.771695,8.791232,19486250.0
1435919400000,8.801,8.801,8.722856,8.742392,9472700.0
1435921200000,8.732623,8.752159,8.732623,8.732623,4049314.0
1435923000000,8.742392,8.752159,8.732623,8.752159,4871756.0
1435924800000,8.752159,8.752159,8.732623,8.752159,2209894.0
1435926600000,8.752159,8.752159,8.752159,8.752159,0.0
1435928400000,8.752159,8.752159,8.752159,8.752159,0.0
1435930200000,8.752159,8.752159,8.752159,8.752159,0.0
1435932000000,8.752159,8.752159,8.70332,8.732623,3196121.0
1435933800000,8.732623,8.732623,8.70332,8.732623,2114385.0
1435935600000,8.732623,8.742392,8.693551,8.713087,16116970.0
1435937400000,8.713087,8.713087,8.674015,8.693551,4805911.0
1435939200000,8.693551,8.70332,8.674015,8.683784,3533392.0
1435941000000,8.693551,8.70332,8.683784,8.70332,3344783.0
1435942800000,8.693551,8.70332,8.605639,8.615406,10154110.0
1436175000000,8.615406,8.693551,8.615406,8.674015,9532251.0
1436176800000,8.664247,8.693551,8.654479,8.674015,9392367.0
1436178600000,8.674015,8.713087,8.664247,8.713087,7456199.0
1436180400000,8.713087,8.752159,8.70332,8.732623,12244510.0
1436182200000,8.722856,8.752159,8.722856,8.742392,6790270.0
1436184000000,8.742392,8.752159,8.722856,8.752159,7716512.0
1436185800000,8.752159,8.752159,8.752159,8.752159,0.0
1436187600000,8.752159,8.752159,8.752159,8.752159,0.0
1436189400000,8.752159,8.752159,8.752159,8.752159,0.0
1436191200000,8.771695,8.830303,8.761928,8.820535,29178720.0
1436193000000,8.810768,8.84984,8.791232,8.801,23540180.0
1436194800000,8.801,8.840073,8.801,8.830303,18763840.0
1436196600000,8.830303,8.879144,8.830303,8.84984,39986760.0
1436198400000,8.84984,8.89868,8.830303,8.888913,17499340.0
1436200200000,8.879144,8.89868,8.859608,8.89868,27634190.0
1436202000000,8.89868,8.937751,8.888913,8.927984,14303440.0
1436261400000,8.976824,8.996361,8.94752,8.967056,17553980.0
1436263200000,8.967056,8.976824,8.937751,8.937751,8427805.0
1436265000000,8.94752,8.957289,8.908448,8.937751,7832601.0
1436266800000,8.937751,8.986591,8.937751,8.976824,14038220.0
1436268600000,8.967056,8.986591,8.967056,8.976824,7095831.0
1436270400000,8.976824,9.025664,8.976824,9.006128,17792640.0
1436272200000,9.006128,9.006128,9.006128,9.006128,0.0
1436274000000,9.006128,9.006128,9.006128,9.006128,0.0
1436275800000,9.006128,9.006128,9.006128,9.006128,0.0
1436277600000,8.967056,8.986591,8.94752,8.976824,8638196.0
1436279400000,8.976824,9.025664,8.94752,9.006128,27312730.0
1436281200000,9.006128,9.035432,8.986591,8.996361,14323640.0
1436283000000,8.996361,9.025664,8.976824,9.015896,12486990.0
1436284800000,9.006128,9.006128,8.957289,8.986591,21272440.0
1436286600000,8.986591,9.045201,8.957289,9.025664,26479090.0
1436288400000,9.025664,9.035432,8.937751,8.996361,28931200.0
1436347800000,8.976824,8.996361,8.869375,8.879144,40005040.0
1436349600000,8.879144,8.888913,8.820535,8.879144,26565880.0
1436351400000,8.879144,8.908448,8.84984,8.879144,14884290.0
1436353200000,8.888913,8.888913,8.869375,8.888913,5526567.0
1436355000000,8.888913,8.888913,8.869375,8.879144,3546615.0
1436356800000,8.888913,8.89868,8.879144,8.888913,4415776.0
1436358600000,8.888913,8.888913,8.888913,8.888913,0.0
1436360400000,8.888913,8.888913,8.888913,8.888913,0.0
1436362200000,8.888913,8.888913,8.888913,8.888913,0.0
1436364000000,8.918216,8.927984,8.879144,8.89868,8894838.0
1436365800000,8.888913,8.918216,8.859608,8.888913,14590070.0
1436367600000,8.888913,8.89868,8.869375,8.888913,11800720.0
1436369400000,8.879144,8.89868,8.859608,8.879144,7458749.0
1436371200000,8.879144,8.888913,8.859608,8.879144,2177953.0
1436373000000,8.869375,8.89868,8.810768,8.820535,17330230.0
1436374800000,8.830303,8.840073,8.801,8.801,10492170.0
1436434200000,8.869375,8.937751,8.869375,8.927984,17799850.0
1436436000000,8.927984,8.937751,8.89868,8.918216,7297689.0
1436437800000,8.918216,8.927984,8.908448,8.918216,2564037.0
1436439600000,8.918216,8.927984,8.908448,8.927984,4155331.0
1436441400000,8.918216,8.957289,8.918216,8.957289,7749946.0
1436443200000,8.94752,8.976824,8.94752,8.976824,7982284.0
1436445000000,8.976824,8.976824,8.976824,8.976824,0.0
1436446800000,8.976824,8.976824,8.976824,8.976824,0.0
1436448600000,8.976824,8.976824,8.976824,8.976824,0.0
1436450400000,8.986591,9.006128,8.976824,8.996361,12743000.0
1436452200000,8.996361,9.035432,8.976824,9.025664,15687150.0
1436454000000,9.015896,9.045201,9.015896,9.025664,14464690.0
1436455800000,9.025664,9.035432,9.006128,9.025664,15197470.0
1436457600000,9.015896,9.045201,9.015896,9.025664,10537190.0
1436459400000,9.025664,9.045201,9.025664,9.035432,5810312.0
1436461200000,9.035432,9.054969,9.025664,9.054969,15269540.0
1436520600000,9.191721,9.230793,9.172185,9.172185,27218610.0
1436522400000,9.172185,9.211258,9.162417,9.162417,15679770.0
1436524200000,9.172185,9.181952,9.113577,9.14288,9507338.0
1436526000000,9.14288,9.162417,9.123344,9.14288,5775440.0
1436527800000,9.133113,9.162417,9.123344,9.133113,6634706.0
1436529600000,9.133113,9.14288,9.094041,9.133113,11160370.0
1436531400000,9.133113,9.133113,9.133113,9.133113,0.0
1436533200000,9.133113,9.133113,9.133113,9.133113,0.0
1436535000000,9.133113,9.133113,9.133113,9.133113,0.0
1436536800000,9.14288,9.152649,9.113577,9.133113,8929422.0
1436538600000,9.133113,9.133113,9.103808,9.103808,2754194.0
1436540400000,9.113577,9.123344,9.074505,9.103808,10371780.0
1436542200000,9.113577,9.14288,9.094041,9.133113,8123891.0
1436544000000,9.123344,9.133113,9.113577,9.133113,5256153.0
1436545800000,9.123344,9.14288,9.103808,9.123344,11019110.0
1436547600000,9.113577,9.123344,9.064736,9.084272,11249710.0
1436779800000,9.084272,9.191721,9.084272,9.191721,27613340.0
1436781600000,9.191721,9.201489,9.162417,9.181952,22238190.0
1436783400000,9.181952,9.191721,9.152649,9.172185,15095860.0
1436785200000,9.181952,9.181952,9.14288,9.172185,12928940.0
1436787000000,9.172185,9.181952,9.152649,9.172185,6378806.0
1436788800000,9.162417,9.181952,9.162417,9.172185,4845241.0
1436790600000,9.172185,9.172185,9.172185,9.172185,0.0
1436792400000,9.172185,9.172185,9.172185,9.172185,0.0
1436794200000,9.172185,9.172185,9.172185,9.172185,0.0
1436796000000,9.162417,9.172185,9.162417,9.172185,2169171.0
1436797800000,9.172185,9.181952,9.152649,9.162417,7009074.0
1436799600000,9.162417,9.172185,9.133113,9.14288,9283226.0
1436801400000,9.14288,9.162417,9.133113,9.162417,9260192.0
1436803200000,9.14288,9.191721,9.14288,9.152649,16503060.0
1436805000000,9.152649,9.181952,9.152649,9.172185,17707310.0
1436806800000,9.162417,9.191721,9.152649,9.152649,30818560.0
1436866200000,9.230793,9.289401,9.230793,9.260098,27616960.0
1436868000000,9.250329,9.269865,9.240561,9.240561,12482260.0
1436869800000,9.250329,9.269865,9.230793,9.260098,11029950.0
1436871600000,9.260098,9.269865,9.240561,9.260098,7150558.0
1436873400000,9.250329,9.269865,9.250329,9.260098,6417414.0
1436875200000,9.250329,9.260098,9.230793,9.250329,7023085.0
1436877000000,9.250329,9.250329,9.250329,9.250329,0.0
1436878800000,9.250329,9.250329,9.250329,9.250329,0.0
1436880600000,9.250329,9.250329,9.250329,9.250329,0.0
1436882400000,9.240561,9.260098,9.211258,9.211258,7117687.0
1436884200000,9.211258,9.230793,9.181952,9.191721,16244430.0
1436886000000,9.181952,9.191721,9.133113,9.152649,23005250.0
1436887800000,9.152649,9.172185,9.054969,9.094041,16737480.0
1436889600000,9.084272,9.14288,9.074505,9.113577,9692726.0
1436891400000,9.103808,9.113577,9.054969,9.084272,13804850.0
1436893200000,9.074505,9.084272,9.025664,9.084272,18882280.0
1436952600000,9.103808,9.152649,9.084272,9.113577,22621880.0
1436954400000,9.113577,9.113577,9.025664,9.035432,20831690.0
1436956200000,9.045201,9.054969,8.957289,9.015896,23326810.0
1436958000000,9.006128,9.025664,8.986591,9.015896,7778655.0
1436959800000,9.006128,9.025664,8.996361,9.025664,4106150.0
1436961600000,9.015896,9.025664,8.986591,9.006128,4432884.0
1436963400000,9.006128,9.006128,9.006128,9.006128,0.0
1436965200000,9.006128,9.006128,9.006128,9.006128,0.0
1436967000000,9.006128,9.006128,9.006128,9.006128,0.0
1436968800000,8.996361,9.035432,8.996361,9.025664,9520546.0
1436970600000,9.025664,9.045201,9.015896,9.025664,9399228.0
1436972400000,9.015896,9.025664,8.976824,9.006128,12003010.0
1436974200000,8.996361,9.006128,8.967056,8.986591,9371423.0
1436976000000,8.976824,8.986591,8.967056,8.986591,4505349.0
1436977800000,8.976824,8.996361,8.967056,8.996361,5747370.0
1436979600000,8.986591,9.015896,8.976824,9.006128,12093310.0
1437039000000,9.035432,9.035432,8.986591,8.986591,5775055.0
1437040800000,8.976824,8.986591,8.94752,8.94752,7812532.0
1437042600000,8.957289,8.957289,8.908448,8.927984,10205990.0
1437044400000,8.937751,8.94752,8.927984,8.937751,3323832.0
1437046200000,8.937751,8.937751,8.927984,8.937751,2806053.0
1437048000000,8.937751,8.986591,8.918216,8.976824,12039270.0
1437384600000,8.976824,9.015896,8.94752,8.967056,14207950.0
1437386400000,8.967056,8.967056,8.869375,8.918216,14642620.0
1437388200000,8.918216,8.918216,8.869375,8.888913,7815689.0
1437390000000,8.89868,8.89868,8.84984,8.869375,8244624.0
1437391800000,8.869375,8.888913,8.859608,8.879144,3179330.0
1437393600000,8.879144,8.879144,8.840073,8.869375,4549172.0
1437395400000,8.869375,8.869375,8.869375,8.869375,0.0
1437397200000,8.869375,8.869375,8.869375,8.869375,0.0
1437399000000,8.869375,8.869375,8.869375,8.869375,0.0
1437400800000,8.801,8.820535,8.761928,8.791232,9798022.0
1437402600000,8.791232,8.830303,8.781463,8.830303,4608527.0
1437404400000,8.830303,8.84984,8.820535,8.840073,13370100.0
1437406200000,8.840073,8.84984,8.820535,8.84984,8716134.0
1437408000000,8.840073,8.84984,8.820535,8.840073,6030746.0
1437409800000,8.840073,8.840073,8.791232,8.801,9598660.0
1437411600000,8.801,8.879144,8.771695,8.869375,19572000.0
1437471000000,8.888913,8.937751,8.879144,8.927984,15067310.0
1437472800000,8.927984,8.94752,8.908448,8.937751,7602137.0
1437474600000,8.937751,8.957289,8.927984,8.94752,6981811.0
1437476400000,8.937751,8.996361,8.937751,8.996361,13267540.0
1437478200000,8.986591,9.006128,8.94752,8.94752,8695895.0
1437480000000,8.957289,8.967056,8.918216,8.94752,7404653.0
1437481800000,8.94752,8.94752,8.94752,8.94752,0.0
1437483600000,8.94752,8.94752,8.94752,8.94752,0.0
